"ShipmentID";"SPID";"PID";"GID";"Shipdate";"Amount";"Boxes";"Order_Status"
"S00011703";"SP04";"P17";"G6";"2024-06-27";12762;581;"Cancelled"
"S00011705";"SP04";"P17";"G1";"2024-02-20";2392;96;"Delivered"
"S00011715";"SP04";"P17";"G5";"2024-12-06";5495;250;"Delivered"
"S00011719";"SP04";"P17";"G1";"2024-02-07";7695;285;"Delivered"
"S00011721";"SP04";"P17";"G1";"2023-12-06";479;18;"Delivered"
"S00011727";"SP04";"P17";"G4";"2024-05-20";6595;264;"Delivered"
"S00011736";"SP04";"P17";"G2";"2023-02-21";17240;595;"Delivered"
"S00011737";"SP04";"P17";"G2";"2024-10-01";5767;251;"Delivered"
"S00011744";"SP04";"P17";"G5";"2024-07-10";4583;184;"Delivered"
"S00011747";"SP04";"P08";"G1";"2023-10-13";54;4;"Delivered"
"S00011759";"SP04";"P08";"G6";"2025-01-23";1355;124;"Shipped"
"S00011762";"SP04";"P08";"G1";"2023-02-09";3339;209;"Delivered"
"S00011775";"SP04";"P08";"G1";"2024-10-29";2457;273;"Delivered"
"S00011782";"SP04";"P08";"G4";"2024-06-14";2453;273;"Delivered"
"S00011785";"SP04";"P08";"G5";"2024-07-23";9617;875;"Delivered"
"S00011786";"SP04";"P08";"G5";"2024-04-19";1251;114;"Delivered"
"S00011792";"SP04";"P08";"G2";"2024-07-02";3427;215;"Delivered"
"S00011823";"SP04";"P08";"G4";"2023-05-16";110;11;"Delivered"
"S00011827";"SP04";"P08";"G5";"2024-07-24";1933;121;"Delivered"
"S00011830";"SP04";"P13";"G1";"2023-08-09";4030;336;"Delivered"
"S00011833";"SP04";"P13";"G1";"2025-01-07";11448;1272;"Shipped"
"S00011834";"SP04";"P13";"G2";"2023-07-04";1640;137;"Delivered"
"S00011843";"SP04";"P13";"G6";"2024-06-13";6113;1223;"Delivered"
"S00011845";"SP04";"P13";"G1";"2024-11-01";7700;1284;"Delivered"
"S00011858";"SP04";"P13";"G1";"2023-09-27";4131;591;"Delivered"
"S00011866";"SP04";"P13";"G4";"2023-07-25";8370;698;"Delivered"
"S00011868";"SP04";"P13";"G5";"2024-12-11";3260;408;"Cancelled"
"S00011883";"SP04";"P13";"G5";"2025-03-27";6552;936;"Placed"
"S00011886";"SP04";"P02";"G1";"2024-06-20";4426;492;"Delivered"
"S00011889";"SP04";"P02";"G1";"2024-01-24";7819;869;"Delivered"
"S00011896";"SP04";"P02";"G5";"2023-01-13";6743;675;"Delivered"
"S00011909";"SP04";"P02";"G4";"2025-01-06";10067;1119;"Shipped"
"S00011911";"SP04";"P02";"G5";"2024-07-16";3416;342;"Delivered"
"S00011913";"SP04";"P02";"G6";"2024-08-26";8440;844;"Delivered"
"S00011920";"SP04";"P20";"G3";"2023-04-12";18790;1566;"Delivered"
"S00011921";"SP04";"P20";"G4";"2023-05-29";1397;156;"Delivered"
"S00011929";"SP04";"P20";"G1";"2024-03-29";5578;698;"Delivered"
"S00011931";"SP04";"P20";"G1";"2023-01-02";4975;453;"Delivered"
"S00011938";"SP04";"P20";"G5";"2025-02-07";6010;463;"Shipped"
"S00011946";"SP04";"P20";"G2";"2024-06-19";266;25;"Delivered"
"S00011947";"SP04";"P20";"G2";"2024-07-08";6901;863;"Delivered"
"S00011950";"SP04";"P20";"G4";"2023-10-24";387;33;"Delivered"
"S00011954";"SP04";"P20";"G5";"2023-08-24";10094;842;"Delivered"
"S00011956";"SP04";"P20";"G1";"2024-02-15";4271;389;"Delivered"
"S00011958";"SP04";"P20";"G1";"2025-02-04";13147;1096;"Shipped"
"S00011965";"SP04";"P20";"G4";"2024-01-31";3393;485;"Delivered"
"S00011993";"SP04";"P20";"G4";"2024-06-18";830;84;"Delivered"
"S00012001";"SP04";"P09";"G1";"2024-10-28";1170;84;"Delivered"
"S00012002";"SP04";"P09";"G2";"2024-04-23";4959;355;"Delivered"
"S00012006";"SP04";"P09";"G4";"2024-11-15";7110;419;"Delivered"
"S00012009";"SP04";"P09";"G5";"2025-01-13";2084;131;"Shipped"
"S00012017";"SP04";"P09";"G2";"2023-12-26";10152;726;"Delivered"
"S00012042";"SP04";"P09";"G1";"2023-07-27";1505;108;"Delivered"
"S00012043";"SP04";"P09";"G1";"2024-11-25";1096;65;"Delivered"
"S00012048";"SP04";"P09";"G4";"2024-06-18";455;29;"Delivered"
"S00012049";"SP04";"P09";"G4";"2023-11-01";9169;510;"Delivered"
"S00012051";"SP04";"P09";"G5";"2024-08-22";2628;132;"Delivered"
"S00012056";"SP04";"P18";"G1";"2023-06-26";3474;145;"Delivered"
"S00012062";"SP04";"P18";"G4";"2023-04-13";8782;488;"Delivered"
"S00012063";"SP04";"P18";"G4";"2023-07-17";12494;500;"Delivered"
"S00012074";"SP04";"P18";"G3";"2024-12-16";5751;240;"Cancelled"
"S00012102";"SP04";"P14";"G3";"2024-11-29";6638;256;"Delivered"
"S00012108";"SP04";"P14";"G5";"2023-08-07";230;11;"Delivered"
"S00012113";"SP04";"P14";"G1";"2024-12-18";5357;244;"Delivered"
"S00012116";"SP04";"P14";"G3";"2023-02-03";2837;124;"Delivered"
"S00012122";"SP04";"P14";"G5";"2023-02-02";3582;171;"Delivered"
"S00012123";"SP04";"P14";"G6";"2023-06-27";8422;367;"Delivered"
"S00012129";"SP04";"P14";"G2";"2023-02-13";3859;176;"Delivered"
"S00012131";"SP04";"P14";"G4";"2024-11-15";9725;443;"Delivered"
"S00012143";"SP04";"P14";"G2";"2025-03-18";9709;347;"Placed"
"S00012144";"SP04";"P14";"G3";"2024-07-23";869;35;"Delivered"
"S00012145";"SP04";"P14";"G4";"2024-11-07";9;1;"Delivered"
"S00012151";"SP04";"P14";"G6";"2024-02-08";3116;125;"Delivered"
"S00012157";"SP04";"P01";"G2";"2023-12-11";2151;90;"Delivered"
"S00012167";"SP04";"P01";"G1";"2023-09-27";225;9;"Delivered"
"S00012170";"SP04";"P01";"G2";"2024-12-02";5306;280;"Delivered"
"S00012187";"SP04";"P01";"G4";"2025-01-29";3089;129;"Shipped"
"S00012196";"SP04";"P01";"G1";"2023-06-23";2815;123;"Delivered"
"S00012199";"SP04";"P01";"G2";"2024-10-09";6417;338;"Delivered"
"S00012207";"SP04";"P01";"G6";"2024-02-13";1523;70;"Delivered"
"S00012209";"SP04";"P06";"G1";"2023-11-07";5479;499;"Delivered"
"S00012214";"SP04";"P06";"G3";"2024-10-15";13660;1518;"Delivered"
"S00012225";"SP04";"P06";"G1";"2023-09-08";11797;984;"Delivered"
"S00012245";"SP04";"P06";"G4";"2024-08-05";10841;1085;"Delivered"
"S00012246";"SP04";"P06";"G5";"2024-08-21";8512;655;"Delivered"
"S00012255";"SP04";"P06";"G2";"2024-01-23";10802;831;"Delivered"
"S00012260";"SP04";"P06";"G5";"2023-12-15";371;42;"Delivered"
"S00012267";"SP04";"P19";"G1";"2024-02-15";1796;75;"Delivered"
"S00012269";"SP04";"P19";"G2";"2024-12-16";2502;109;"Delivered"
"S00012270";"SP04";"P19";"G3";"2024-01-31";6224;249;"Delivered"
"S00012271";"SP04";"P19";"G4";"2023-06-06";4536;207;"Delivered"
"S00012274";"SP04";"P19";"G5";"2023-07-25";7353;295;"Delivered"
"S00012275";"SP04";"P19";"G5";"2023-01-23";9054;432;"Delivered"
"S00012286";"SP04";"P19";"G4";"2023-05-01";11966;544;"Delivered"
"S00012289";"SP04";"P19";"G5";"2024-08-16";254;11;"Delivered"
"S00012291";"SP04";"P19";"G6";"2024-10-01";1251;60;"Delivered"
"S00012296";"SP04";"P19";"G2";"2023-06-30";9682;485;"Delivered"
"S00012297";"SP04";"P19";"G2";"2023-03-21";5112;244;"Delivered"
"S00012300";"SP04";"P19";"G4";"2023-03-16";135;7;"Delivered"
"S00012309";"SP04";"P19";"G1";"2024-03-13";9477;395;"Delivered"
"S00012312";"SP04";"P19";"G3";"2025-03-13";8442;384;"Placed"
"S00012318";"SP04";"P19";"G5";"2024-05-21";10967;457;"Delivered"
"S00012324";"SP04";"P19";"G2";"2023-03-08";1505;76;"Delivered"
"S00012327";"SP04";"P19";"G4";"2024-07-10";13642;594;"Delivered"
"S00012347";"SP04";"P15";"G6";"2023-08-09";7416;571;"Delivered"
"S00012349";"SP04";"P15";"G1";"2023-12-12";11567;827;"Delivered"
"S00012352";"SP04";"P15";"G2";"2023-01-24";12886;1074;"Delivered"
"S00012356";"SP04";"P15";"G4";"2024-11-22";988;62;"Delivered"
"S00012361";"SP04";"P15";"G6";"2024-05-06";1877;118;"Delivered"
"S00012362";"SP04";"P15";"G1";"2023-06-05";178;12;"Delivered"
"S00012366";"SP04";"P15";"G2";"2023-01-05";5600;510;"Delivered"
"S00012367";"SP04";"P15";"G2";"2024-06-18";5477;366;"Delivered"
"S00012373";"SP04";"P15";"G5";"2023-10-12";8408;647;"Delivered"
"S00012374";"SP04";"P15";"G5";"2024-08-27";9419;725;"Delivered"
"S00012378";"SP04";"P15";"G1";"2023-04-14";4662;424;"Delivered"
"S00012386";"SP04";"P15";"G5";"2025-02-07";1013;78;"Shipped"
"S00012395";"SP04";"P15";"G2";"2023-07-25";12132;1103;"Delivered"
"S00012397";"SP04";"P15";"G4";"2023-01-31";4127;459;"Delivered"
"S00012404";"SP04";"P11";"G1";"2023-11-30";2837;258;"Delivered"
"S00012409";"SP04";"P11";"G2";"2023-07-05";353;30;"Delivered"
"S00012410";"SP04";"P11";"G3";"2023-11-16";4543;505;"Delivered"
"S00012431";"SP04";"P11";"G6";"2024-02-13";2396;185;"Delivered"
"S00012441";"SP04";"P11";"G4";"2023-12-13";1024;94;"Delivered"
"S00012448";"SP04";"P11";"G1";"2024-07-12";9466;729;"Delivered"
"S00012450";"SP04";"P11";"G2";"2024-10-18";369;41;"Delivered"
"S00012453";"SP04";"P11";"G4";"2024-07-11";3015;252;"Delivered"
"S00012485";"SP04";"P10";"G5";"2024-03-25";6482;464;"Delivered"
"S00012491";"SP04";"P10";"G1";"2024-11-12";3782;211;"Delivered"
"S00012496";"SP04";"P10";"G4";"2024-08-21";7396;436;"Cancelled"
"S00012497";"SP04";"P10";"G4";"2024-10-18";3328;278;"Delivered"
"S00012505";"SP04";"P04";"G1";"2024-05-20";1478;53;"Delivered"
"S00012507";"SP04";"P04";"G2";"2024-05-16";9405;377;"Delivered"
"S00012516";"SP04";"P04";"G1";"2023-05-11";8298;378;"Delivered"
"S00012520";"SP04";"P04";"G2";"2025-02-11";7139;275;"Shipped"
"S00012548";"SP04";"P04";"G2";"2024-12-06";1697;66;"Delivered"
"S00012559";"SP04";"P16";"G1";"2023-11-30";11831;592;"Delivered"
"S00012563";"SP04";"P16";"G2";"2023-02-24";513;22;"Delivered"
"S00012564";"SP04";"P16";"G3";"2023-10-26";83;5;"Delivered"
"S00012571";"SP04";"P16";"G6";"2025-01-09";6734;293;"Shipped"
"S00012588";"SP04";"P16";"G1";"2023-11-17";8516;341;"Delivered"
"S00012594";"SP04";"P16";"G4";"2023-10-03";7659;349;"Delivered"
"S00012595";"SP04";"P16";"G4";"2023-08-29";8233;393;"Delivered"
"S00012596";"SP04";"P16";"G5";"2023-10-04";3537;131;"Delivered"
"S00012598";"SP04";"P16";"G5";"2023-05-29";4122;153;"Delivered"
"S00012602";"SP04";"P16";"G1";"2024-05-28";6703;249;"Delivered"
"S00012604";"SP04";"P16";"G2";"2023-02-28";6262;285;"Delivered"
"S00012606";"SP04";"P16";"G3";"2024-07-17";4928;190;"Delivered"
"S00012609";"SP04";"P16";"G4";"2025-01-28";4253;171;"Shipped"
"S00012610";"SP04";"P16";"G5";"2023-02-22";5060;203;"Cancelled"
"S00012618";"SP04";"P16";"G2";"2024-08-13";502;21;"Delivered"
"S00012619";"SP04";"P16";"G2";"2023-08-04";7029;306;"Delivered"
"S00012627";"SP04";"P16";"G6";"2024-09-06";3344;124;"Delivered"
"S00012628";"SP04";"P16";"G1";"2024-08-19";4507;205;"Delivered"
"S00012629";"SP04";"P16";"G1";"2023-11-06";10814;492;"Delivered"
"S00012631";"SP04";"P16";"G1";"2024-08-22";2864;131;"Delivered"
"S00012633";"SP04";"P16";"G2";"2024-04-10";8467;353;"Delivered"
"S00012643";"SP04";"P16";"G1";"2024-05-31";2039;85;"Delivered"
"S00012651";"SP04";"P16";"G4";"2023-06-07";10553;459;"Delivered"
"S00012666";"SP04";"P21";"G5";"2023-10-18";8480;531;"Delivered"
"S00012668";"SP04";"P21";"G5";"2023-12-18";599;28;"Delivered"
"S00012672";"SP04";"P21";"G1";"2023-08-09";7893;359;"Delivered"
"S00012678";"SP04";"P21";"G4";"2025-02-07";6050;379;"Cancelled"
"S00012688";"SP04";"P21";"G2";"2023-10-26";3737;220;"Delivered"
"S00012699";"SP04";"P21";"G1";"2023-09-15";4001;251;"Delivered"
"S00012700";"SP04";"P21";"G1";"2024-12-09";2363;113;"Delivered"
"S00012703";"SP04";"P21";"G2";"2024-03-20";5969;285;"Delivered"
"S00012707";"SP04";"P21";"G4";"2025-02-05";900;50;"Shipped"
"S00012712";"SP04";"P21";"G1";"2024-08-08";6080;320;"Delivered"
"S00012718";"SP04";"P21";"G3";"2023-08-07";2518;126;"Delivered"
"S00012719";"SP04";"P21";"G4";"2024-06-10";2158;108;"Delivered"
"S00012722";"SP04";"P21";"G5";"2024-11-25";6973;333;"Delivered"
"S00012723";"SP04";"P21";"G5";"2024-08-22";5729;273;"Delivered"
"S00012727";"SP04";"P05";"G1";"2023-06-14";10595;408;"Delivered"
"S00012738";"SP04";"P05";"G5";"2024-02-12";4421;201;"Delivered"
"S00012756";"SP04";"P05";"G1";"2023-09-06";8982;473;"Delivered"
"S00012760";"SP04";"P05";"G3";"2024-12-25";4622;178;"Delivered"
"S00012761";"SP04";"P05";"G4";"2025-03-27";9311;424;"Placed"
"S00012769";"SP04";"P05";"G1";"2023-10-27";7074;373;"Delivered"
"S00012771";"SP04";"P05";"G1";"2023-02-15";7216;344;"Delivered"
"S00012780";"SP04";"P05";"G5";"2024-07-30";3382;178;"Delivered"
"S00012790";"SP04";"P12";"G4";"2023-11-17";9167;483;"Delivered"
"S00012792";"SP04";"P12";"G5";"2023-10-12";8377;441;"Delivered"
"S00012797";"SP04";"P12";"G1";"2023-06-20";3319;166;"Delivered"
"S00012807";"SP04";"P12";"G5";"2024-02-15";3553;187;"Delivered"
"S00012825";"SP04";"P03";"G1";"2024-07-24";1375;77;"Delivered"
"S00012828";"SP04";"P03";"G2";"2024-10-08";9983;555;"Delivered"
"S00012834";"SP04";"P03";"G5";"2023-09-27";2036;108;"Delivered"
"S00012838";"SP04";"P03";"G1";"2024-08-26";3330;176;"Delivered"
"S00012853";"SP04";"P03";"G1";"2023-11-06";6732;321;"Delivered"
"S00012855";"SP04";"P03";"G1";"2025-03-26";6809;359;"Placed"
"S00012863";"SP04";"P03";"G5";"2023-01-24";2669;117;"Delivered"
"S00012886";"SP04";"P03";"G3";"2024-08-14";1640;87;"Delivered"
"S00012888";"SP04";"P03";"G4";"2023-11-10";6968;332;"Delivered"
"S00012899";"SP04";"P03";"G2";"2024-08-02";3425;202;"Delivered"
"S00012900";"SP04";"P03";"G3";"2024-07-19";5510;263;"Delivered"
"S00012907";"SP04";"P03";"G6";"2024-07-16";9482;500;"Delivered"
"S00012912";"SP04";"P22";"G2";"2023-11-14";16758;559;"Delivered"
"S00012917";"SP04";"P22";"G4";"2024-12-13";10523;363;"Delivered"
"S00012937";"SP04";"P22";"G1";"2025-01-14";934;34;"Shipped"
"S00012942";"SP04";"P22";"G3";"2023-10-31";3818;128;"Delivered"
"S00012946";"SP04";"P22";"G5";"2023-08-30";7135;238;"Delivered"
"S00012951";"SP04";"P22";"G1";"2023-09-22";3974;133;"Delivered"
"S00012956";"SP04";"P22";"G3";"2025-01-17";4923;206;"Shipped"
"S00012962";"SP04";"P22";"G5";"2024-10-17";5492;229;"Delivered"
"S00012973";"SP04";"P22";"G4";"2024-09-19";3056;102;"Cancelled"
"S00012976";"SP04";"P22";"G5";"2024-03-14";187;8;"Delivered"
"S00012984";"SP04";"P07";"G3";"2024-05-02";8568;660;"Delivered"
"S00012989";"SP04";"P07";"G5";"2023-12-06";6296;420;"Delivered"
"S00012990";"SP04";"P07";"G5";"2023-07-21";10143;725;"Delivered"
"S00013015";"SP04";"P07";"G4";"2024-06-11";2327;137;"Delivered"
"S00013020";"SP04";"P17";"G1";"2023-07-20";12121;485;"Delivered"
"S00013038";"SP04";"P17";"G2";"2023-03-22";7592;282;"Cancelled"
"S00013044";"SP04";"P17";"G5";"2024-03-08";7706;276;"Cancelled"
"S00013046";"SP04";"P17";"G5";"2024-04-16";2718;119;"Delivered"
"S00013053";"SP04";"P17";"G2";"2024-12-11";7637;319;"Delivered"
"S00013057";"SP04";"P17";"G4";"2024-06-10";15759;631;"Delivered"
"S00013060";"SP04";"P17";"G5";"2024-01-24";19017;732;"Delivered"
"S00013068";"SP04";"P17";"G3";"2023-12-22";5186;186;"Delivered"
"S00013076";"SP04";"P17";"G1";"2023-11-08";13559;468;"Delivered"
"S00013087";"SP04";"P17";"G5";"2023-06-02";8323;379;"Delivered"
"S00013089";"SP04";"P17";"G6";"2024-09-13";2133;97;"Delivered"
"S00013092";"SP04";"P08";"G1";"2023-08-24";1060;89;"Cancelled"
"S00013099";"SP04";"P08";"G4";"2025-02-20";5263;439;"Shipped"
"S00013100";"SP04";"P08";"G5";"2024-01-17";1105;123;"Delivered"
"S00013104";"SP04";"P08";"G1";"2024-02-27";758;76;"Delivered"
"S00013118";"SP04";"P08";"G1";"2024-07-23";1901;136;"Delivered"
"S00013126";"SP04";"P08";"G4";"2024-09-09";5983;499;"Delivered"
"S00013129";"SP04";"P08";"G5";"2024-02-12";815;59;"Delivered"
"S00013135";"SP04";"P08";"G1";"2024-02-08";7976;532;"Delivered"
"S00013139";"SP04";"P08";"G4";"2023-08-28";8271;752;"Delivered"
"S00013141";"SP04";"P08";"G4";"2025-02-21";1933;149;"Shipped"
"S00013149";"SP04";"P08";"G1";"2023-12-06";2995;214;"Delivered"
"S00013151";"SP04";"P08";"G2";"2023-04-13";11684;899;"Delivered"
"S00013154";"SP04";"P08";"G4";"2023-01-23";17372;1931;"Delivered"
"S00013161";"SP04";"P08";"G1";"2023-07-06";9947;829;"Delivered"
"S00013174";"SP04";"P13";"G1";"2024-08-14";464;93;"Delivered"
"S00013178";"SP04";"P13";"G2";"2024-10-11";4514;502;"Delivered"
"S00013216";"SP04";"P13";"G1";"2024-05-10";5564;557;"Delivered"
"S00013221";"SP04";"P13";"G2";"2025-02-10";1512;152;"Shipped"
"S00013222";"SP04";"P13";"G3";"2024-04-05";7936;992;"Delivered"
"S00013226";"SP04";"P13";"G5";"2023-06-22";1159;116;"Delivered"
"S00013228";"SP04";"P13";"G5";"2024-11-27";13097;2620;"Delivered"
"S00013230";"SP04";"P02";"G1";"2024-01-18";2439;204;"Delivered"
"S00013239";"SP04";"P02";"G4";"2024-03-05";277;35;"Delivered"
"S00013248";"SP04";"P02";"G2";"2024-01-24";5623;703;"Delivered"
"S00013250";"SP04";"P02";"G3";"2024-02-19";4842;323;"Delivered"
"S00013260";"SP04";"P20";"G1";"2023-08-11";3755;376;"Delivered"
"S00013279";"SP04";"P20";"G4";"2023-08-29";12098;2017;"Delivered"
"S00013292";"SP04";"P20";"G3";"2025-01-27";430;72;"Shipped"
"S00013302";"SP04";"P20";"G1";"2025-03-10";1022;86;"Placed"
"S00013306";"SP04";"P20";"G3";"2025-02-05";7256;559;"Shipped"
"S00013308";"SP04";"P20";"G4";"2024-10-31";8150;741;"Delivered"
"S00013320";"SP04";"P20";"G3";"2024-02-08";4349;484;"Cancelled"
"S00013321";"SP04";"P20";"G4";"2024-09-18";3958;330;"Delivered"
"S00013328";"SP04";"P20";"G1";"2023-09-19";5357;766;"Delivered"
"S00013331";"SP04";"P20";"G1";"2024-12-13";1683;153;"Delivered"
"S00013339";"SP04";"P20";"G5";"2024-01-04";4651;582;"Delivered"
"S00013341";"SP04";"P20";"G6";"2023-02-13";1134;162;"Delivered"
"S00013344";"SP04";"P09";"G1";"2024-10-02";5281;331;"Delivered"
"S00013348";"SP04";"P09";"G3";"2023-07-10";8897;557;"Delivered"
"S00013352";"SP04";"P09";"G5";"2024-11-05";8782;628;"Delivered"
"S00013353";"SP04";"P09";"G5";"2023-08-31";2486;156;"Delivered"
"S00013359";"SP04";"P09";"G1";"2023-12-14";41;3;"Delivered"
"S00013362";"SP04";"P09";"G3";"2024-07-17";430;26;"Delivered"
"S00013380";"SP04";"P09";"G5";"2024-08-16";3242;191;"Delivered"
"S00013383";"SP04";"P09";"G6";"2025-01-02";1809;121;"Shipped"
"S00013397";"SP04";"P09";"G6";"2024-02-13";70;5;"Delivered"
"S00013409";"SP04";"P18";"G5";"2024-11-20";8622;345;"Delivered"
"S00013413";"SP04";"P18";"G1";"2024-05-17";7504;342;"Delivered"
"S00013417";"SP04";"P18";"G2";"2023-02-01";10177;536;"Delivered"
"S00013421";"SP04";"P18";"G4";"2023-12-08";5713;249;"Delivered"
"S00013425";"SP04";"P18";"G6";"2023-12-12";10982;550;"Delivered"
"S00013434";"SP04";"P18";"G4";"2023-02-09";3391;162;"Delivered"
"S00013437";"SP04";"P18";"G5";"2025-02-24";9734;541;"Shipped"
"S00013454";"SP04";"P14";"G1";"2024-11-28";1402;59;"Delivered"
"S00013455";"SP04";"P14";"G1";"2024-12-04";3245;125;"Delivered"
"S00013459";"SP04";"P14";"G2";"2023-09-08";13871;604;"Delivered"
"S00013466";"SP04";"P14";"G5";"2024-01-26";13624;568;"Delivered"
"S00013467";"SP04";"P14";"G6";"2023-08-09";9484;339;"Delivered"
"S00013478";"SP04";"P14";"G5";"2023-05-18";8561;408;"Delivered"
"S00013501";"SP04";"P01";"G2";"2025-02-26";14465;724;"Shipped"
"S00013507";"SP04";"P01";"G5";"2023-08-09";7720;322;"Delivered"
"S00013520";"SP04";"P01";"G5";"2024-09-10";10609;559;"Cancelled"
"S00013527";"SP04";"P01";"G1";"2024-10-07";4399;192;"Delivered"
"S00013529";"SP04";"P01";"G2";"2024-12-09";6449;294;"Delivered"
"S00013533";"SP04";"P01";"G4";"2024-08-19";2205;117;"Delivered"
"S00013540";"SP04";"P01";"G1";"2025-02-28";4619;244;"Shipped"
"S00013550";"SP04";"P01";"G5";"2024-07-03";12256;511;"Delivered"
"S00013552";"SP04";"P06";"G1";"2024-10-31";722;66;"Delivered"
"S00013563";"SP04";"P06";"G5";"2023-12-21";2932;294;"Delivered"
"S00013572";"SP04";"P06";"G3";"2024-02-16";1753;176;"Delivered"
"S00013574";"SP04";"P06";"G4";"2025-02-21";9779;978;"Cancelled"
"S00013577";"SP04";"P06";"G5";"2024-11-27";4687;521;"Delivered"
"S00013580";"SP04";"P06";"G1";"2024-07-26";4147;346;"Delivered"
"S00013584";"SP04";"P06";"G2";"2024-06-20";2221;318;"Delivered"
"S00013585";"SP04";"P06";"G2";"2025-01-29";565;48;"Shipped"
"S00013591";"SP04";"P06";"G5";"2023-09-15";5877;588;"Delivered"
"S00013592";"SP04";"P06";"G5";"2024-08-30";11853;988;"Delivered"
"S00013597";"SP04";"P06";"G1";"2024-11-18";4131;517;"Delivered"
"S00013601";"SP04";"P06";"G4";"2024-01-04";2374;198;"Delivered"
"S00013602";"SP04";"P06";"G4";"2023-11-10";5148;515;"Delivered"
"S00013604";"SP04";"P06";"G5";"2023-05-29";2531;254;"Delivered"
"S00013607";"SP04";"P06";"G6";"2023-03-29";6057;866;"Delivered"
"S00013613";"SP04";"P19";"G2";"2023-09-06";360;19;"Cancelled"
"S00013614";"SP04";"P19";"G3";"2025-03-28";824;35;"Placed"
"S00013616";"SP04";"P19";"G4";"2023-12-04";3049;146;"Delivered"
"S00013617";"SP04";"P19";"G4";"2023-03-17";7115;297;"Delivered"
"S00013618";"SP04";"P19";"G5";"2025-01-21";4001;201;"Shipped"
"S00013631";"SP04";"P19";"G4";"2023-08-29";3069;140;"Delivered"
"S00013634";"SP04";"P19";"G5";"2025-03-27";851;43;"Placed"
"S00013646";"SP04";"P19";"G5";"2024-08-09";86;4;"Delivered"
"S00013647";"SP04";"P19";"G5";"2023-11-22";3150;126;"Delivered"
"S00013650";"SP04";"P19";"G1";"2023-07-31";7695;385;"Delivered"
"S00013656";"SP04";"P19";"G3";"2024-11-20";11725;451;"Cancelled"
"S00013661";"SP04";"P19";"G5";"2023-11-17";4307;206;"Delivered"
"S00013681";"SP04";"P15";"G1";"2025-01-17";2705;181;"Shipped"
"S00013692";"SP04";"P15";"G1";"2024-04-16";288;20;"Delivered"
"S00013702";"SP04";"P15";"G5";"2024-09-27";6356;578;"Delivered"
"S00013706";"SP04";"P15";"G1";"2023-01-20";4075;255;"Delivered"
"S00013712";"SP04";"P15";"G3";"2023-07-03";4743;396;"Delivered"
"S00013726";"SP04";"P15";"G3";"2024-02-20";477;35;"Delivered"
"S00013735";"SP04";"P15";"G1";"2023-09-19";3753;251;"Delivered"
"S00013744";"SP04";"P15";"G5";"2023-10-06";6953;580;"Cancelled"
"S00013756";"SP04";"P11";"G4";"2024-11-26";7022;878;"Delivered"
"S00013758";"SP04";"P11";"G5";"2024-06-18";1451;146;"Delivered"
"S00013766";"SP04";"P11";"G2";"2024-08-02";2966;212;"Delivered"
"S00013773";"SP04";"P11";"G5";"2023-12-22";1069;90;"Delivered"
"S00013777";"SP04";"P11";"G1";"2024-07-01";1625;181;"Delivered"
"S00013802";"SP04";"P11";"G5";"2025-02-19";5321;444;"Shipped"
"S00013804";"SP04";"P10";"G1";"2024-11-06";2513;133;"Delivered"
"S00013806";"SP04";"P10";"G1";"2024-05-24";4507;322;"Delivered"
"S00013807";"SP04";"P10";"G1";"2023-11-08";7097;546;"Delivered"
"S00013810";"SP04";"P10";"G3";"2025-03-21";4097;257;"Placed"
"S00013814";"SP04";"P10";"G5";"2023-07-21";3308;175;"Delivered"
"S00013817";"SP04";"P10";"G6";"2023-12-27";4316;360;"Delivered"
"S00013822";"SP04";"P10";"G2";"2023-03-16";2198;147;"Delivered"
"S00013825";"SP04";"P10";"G4";"2025-02-18";6134;341;"Shipped"
"S00013829";"SP04";"P10";"G5";"2023-09-13";5697;357;"Delivered"
"S00013833";"SP04";"P10";"G1";"2024-01-15";5396;416;"Delivered"
"S00013835";"SP04";"P10";"G1";"2024-04-05";7243;483;"Delivered"
"S00013840";"SP04";"P10";"G4";"2024-05-01";7142;596;"Delivered"
"S00013841";"SP04";"P10";"G4";"2024-04-03";7790;410;"Delivered"
"S00013845";"SP04";"P10";"G6";"2023-12-13";5751;360;"Delivered"
"S00013848";"SP04";"P04";"G1";"2024-01-31";9524;353;"Delivered"
"S00013857";"SP04";"P04";"G5";"2025-02-20";5636;235;"Shipped"
"S00013859";"SP04";"P04";"G6";"2024-09-19";1413;57;"Delivered"
"S00013864";"SP04";"P04";"G2";"2023-06-15";9860;380;"Delivered"
"S00013873";"SP04";"P04";"G6";"2023-08-15";6552;226;"Delivered"
"S00013885";"SP04";"P04";"G5";"2023-10-25";10737;384;"Delivered"
"S00013892";"SP04";"P04";"G2";"2023-11-01";11171;399;"Delivered"
"S00013893";"SP04";"P04";"G2";"2024-12-16";4712;189;"Cancelled"
"S00013901";"SP04";"P04";"G6";"2023-01-09";5114;223;"Delivered"
"S00013905";"SP04";"P16";"G1";"2023-10-24";1332;61;"Delivered"
"S00013911";"SP04";"P16";"G4";"2023-06-23";1494;68;"Delivered"
"S00013926";"SP04";"P16";"G5";"2023-07-06";8602;410;"Delivered"
"S00013929";"SP04";"P16";"G6";"2025-03-10";14067;670;"Placed"
"S00013937";"SP04";"P16";"G4";"2024-01-12";2239;94;"Delivered"
"S00013939";"SP04";"P16";"G4";"2024-10-07";3600;144;"Delivered"
